t,Capital,Lambda,Costo_Mult,Modelo
t122,9258.012117990023,N/A,N/A,1/N
t123,8737.883472627824,N/A,N/A,1/N
t124,8880.346880705389,N/A,N/A,1/N
t125,8901.636456673403,N/A,N/A,1/N
t126,9094.709646331887,N/A,N/A,1/N
t127,8944.142487489058,N/A,N/A,1/N
t128,8944.314674367477,N/A,N/A,1/N
t129,9514.035302278668,N/A,N/A,1/N
t130,9609.028554753593,N/A,N/A,1/N
t131,9497.980283733106,N/A,N/A,1/N
t132,9638.144494021,N/A,N/A,1/N
t133,9629.46791328381,N/A,N/A,1/N
t134,9605.499646930675,N/A,N/A,1/N
t135,9413.962260237184,N/A,N/A,1/N
t136,9448.853399823949,N/A,N/A,1/N
t137,8793.976876732757,N/A,N/A,1/N
t138,8816.193261447692,N/A,N/A,1/N
t139,8879.584601569479,N/A,N/A,1/N
t140,8847.326623013034,N/A,N/A,1/N
t141,8896.214544714572,N/A,N/A,1/N
t142,8759.118871813665,N/A,N/A,1/N
t143,8824.903288065427,N/A,N/A,1/N
t144,8954.038208621188,N/A,N/A,1/N
t145,8760.787589974188,N/A,N/A,1/N
t146,9007.790477774895,N/A,N/A,1/N
t147,9440.029772313452,N/A,N/A,1/N
t148,9840.424059480294,N/A,N/A,1/N
t149,10293.532165219427,N/A,N/A,1/N
t150,10272.604619537906,N/A,N/A,1/N
t151,10559.394032272668,N/A,N/A,1/N
t152,10680.459426803853,N/A,N/A,1/N
t153,11414.01094547316,N/A,N/A,1/N
t154,11272.992947857216,N/A,N/A,1/N
t155,11512.406828670251,N/A,N/A,1/N
t156,11351.937322455851,N/A,N/A,1/N
t157,11382.288326654643,N/A,N/A,1/N
t158,11613.36067503414,N/A,N/A,1/N
t159,11473.503008451964,N/A,N/A,1/N
t160,11441.6302761541,N/A,N/A,1/N
t161,11645.77508269089,N/A,N/A,1/N
t162,12258.45973768824,N/A,N/A,1/N
t163,12903.377754896672,N/A,N/A,1/N
t1,11836.890552775392,N/A,N/A,B&H
t2,11114.487761374332,N/A,N/A,B&H
t3,10356.629328016472,N/A,N/A,B&H
t4,10976.233608166505,N/A,N/A,B&H
t5,11903.796485070874,N/A,N/A,B&H
t6,13458.368920213548,N/A,N/A,B&H
t7,14653.888065212599,N/A,N/A,B&H
t8,12446.513024410437,N/A,N/A,B&H
t9,12987.678714168229,N/A,N/A,B&H
t10,14275.155896078646,N/A,N/A,B&H
t11,14551.303305908694,N/A,N/A,B&H
t12,14036.383005666186,N/A,N/A,B&H
t13,14909.851721156047,N/A,N/A,B&H
t14,15256.151520871023,N/A,N/A,B&H
t15,16527.716386567998,N/A,N/A,B&H
t16,14536.442472706796,N/A,N/A,B&H
t17,15791.233620759604,N/A,N/A,B&H
t18,16849.154694651606,N/A,N/A,B&H
t19,16237.967191876094,N/A,N/A,B&H
t20,11834.573479584971,N/A,N/A,B&H
t21,11684.643541519525,N/A,N/A,B&H
t22,12302.142823541271,N/A,N/A,B&H
t23,11829.342599205556,N/A,N/A,B&H
t24,11468.532751458682,N/A,N/A,B&H
t25,10809.94201815107,N/A,N/A,B&H
t26,11192.195051810502,N/A,N/A,B&H
t27,11351.67934708255,N/A,N/A,B&H
t28,10775.663765112653,N/A,N/A,B&H
t29,11085.993387627688,N/A,N/A,B&H
t30,12032.84530751334,N/A,N/A,B&H
t31,12623.40602245878,N/A,N/A,B&H
t32,13527.463980753582,N/A,N/A,B&H
t33,13787.879722952057,N/A,N/A,B&H
t34,13888.709267817629,N/A,N/A,B&H
t35,14387.052624064298,N/A,N/A,B&H
t36,13117.67414503477,N/A,N/A,B&H
t37,13436.97481129717,N/A,N/A,B&H
t38,12648.610787481415,N/A,N/A,B&H
t39,13219.762550027282,N/A,N/A,B&H
t40,13985.899382383517,N/A,N/A,B&H
t41,14886.545867353265,N/A,N/A,B&H
t42,14989.536403811933,N/A,N/A,B&H
t43,15538.442419349247,N/A,N/A,B&H
t44,15637.695718715157,N/A,N/A,B&H
t45,16003.270533192368,N/A,N/A,B&H
t46,15126.060192515106,N/A,N/A,B&H
t47,14492.525790731826,N/A,N/A,B&H
t48,14427.20703436402,N/A,N/A,B&H
t49,13815.297924094035,N/A,N/A,B&H
t50,13382.38943363968,N/A,N/A,B&H
t51,14108.16330619577,N/A,N/A,B&H
t52,13379.841582546105,N/A,N/A,B&H
t53,12443.887930226483,N/A,N/A,B&H
t54,12416.349276873992,N/A,N/A,B&H
t55,10851.130565155623,N/A,N/A,B&H
t56,10926.054794875025,N/A,N/A,B&H
t57,11485.821749437304,N/A,N/A,B&H
t58,11545.134508493093,N/A,N/A,B&H
t59,11125.381471438493,N/A,N/A,B&H
t60,10997.387518148573,N/A,N/A,B&H
t61,10906.324650395956,N/A,N/A,B&H
t62,10648.969310241617,N/A,N/A,B&H
t63,11422.979539749294,N/A,N/A,B&H
t64,11907.854053526611,N/A,N/A,B&H
t65,12292.093256507229,N/A,N/A,B&H
t66,11722.303776633553,N/A,N/A,B&H
t67,11195.392666775202,N/A,N/A,B&H
t68,10968.977089295551,N/A,N/A,B&H
t69,10571.899054067266,N/A,N/A,B&H
t70,10241.958794393073,N/A,N/A,B&H
t71,9052.487852056938,N/A,N/A,B&H
t72,8762.981607704472,N/A,N/A,B&H
t73,8949.239941557362,N/A,N/A,B&H
t74,8971.023672851572,N/A,N/A,B&H
t75,8614.617499934955,N/A,N/A,B&H
t76,7044.7712643972145,N/A,N/A,B&H
t77,7464.928738752033,N/A,N/A,B&H
t78,7129.430349284243,N/A,N/A,B&H
t79,7471.7857811994745,N/A,N/A,B&H
t80,7354.562397636028,N/A,N/A,B&H
t81,7727.507543802061,N/A,N/A,B&H
t82,8143.326608966905,N/A,N/A,B&H
t83,8070.481371392395,N/A,N/A,B&H
t84,8442.57045670357,N/A,N/A,B&H
t85,8003.750455344294,N/A,N/A,B&H
t86,7675.997491141979,N/A,N/A,B&H
t87,7439.752163962632,N/A,N/A,B&H
t88,7800.922901167825,N/A,N/A,B&H
t89,7277.340241609561,N/A,N/A,B&H
t90,6912.9752036156415,N/A,N/A,B&H
t91,6814.776988873219,N/A,N/A,B&H
t92,6893.9689458603025,N/A,N/A,B&H
t93,6761.418907035821,N/A,N/A,B&H
t94,6983.545608903837,N/A,N/A,B&H
t95,7406.176972256951,N/A,N/A,B&H
t96,7323.915546958106,N/A,N/A,B&H
t97,7009.243880094984,N/A,N/A,B&H
t98,6935.960476235618,N/A,N/A,B&H
t99,7011.217567210748,N/A,N/A,B&H
t100,7145.562920888534,N/A,N/A,B&H
t101,6958.526572604671,N/A,N/A,B&H
t102,6749.576045593516,N/A,N/A,B&H
t103,6773.508221118824,N/A,N/A,B&H
t104,6736.198732067253,N/A,N/A,B&H
t105,6866.320099219459,N/A,N/A,B&H
t106,7272.191141543986,N/A,N/A,B&H
t107,7487.268671776126,N/A,N/A,B&H
t108,7649.00530296307,N/A,N/A,B&H
t109,7788.85484178347,N/A,N/A,B&H
t110,7519.89377387888,N/A,N/A,B&H
t111,7797.238795558011,N/A,N/A,B&H
t112,7496.2025897212125,N/A,N/A,B&H
t113,7506.276373771712,N/A,N/A,B&H
t114,7036.560345267463,N/A,N/A,B&H
t115,7627.763631538953,N/A,N/A,B&H
t116,7701.837341411646,N/A,N/A,B&H
t117,8005.9790783749195,N/A,N/A,B&H
t118,7992.198771506862,N/A,N/A,B&H
t119,8290.03577275687,N/A,N/A,B&H
t120,7929.285938358182,N/A,N/A,B&H
t121,8127.272781681183,N/A,N/A,B&H
t122,8133.420635661834,N/A,N/A,B&H
t123,7808.24138424084,N/A,N/A,B&H
t124,7935.620020845071,N/A,N/A,B&H
t125,7956.926711471554,N/A,N/A,B&H
t126,8119.430648228201,N/A,N/A,B&H
t127,8043.363125956055,N/A,N/A,B&H
t128,8119.219876044158,N/A,N/A,B&H
t129,8389.080752064692,N/A,N/A,B&H
t130,8509.248952346676,N/A,N/A,B&H
t131,8410.716927298097,N/A,N/A,B&H
t132,8561.025330562921,N/A,N/A,B&H
t133,8576.374453754886,N/A,N/A,B&H
t134,8593.224499745374,N/A,N/A,B&H
t135,8412.24882823126,N/A,N/A,B&H
t136,8422.561324594919,N/A,N/A,B&H
t137,7983.017219146396,N/A,N/A,B&H
t138,8021.372388899183,N/A,N/A,B&H
t139,8135.982088156784,N/A,N/A,B&H
t140,8074.424702707128,N/A,N/A,B&H
t141,8095.269912252612,N/A,N/A,B&H
t142,7923.4513813765125,N/A,N/A,B&H
t143,7936.236932449617,N/A,N/A,B&H
t144,8022.438214586396,N/A,N/A,B&H
t145,7927.351740475482,N/A,N/A,B&H
t146,7986.176392770052,N/A,N/A,B&H
t147,8162.309121218668,N/A,N/A,B&H
t148,8542.658989781155,N/A,N/A,B&H
t149,8850.694493983008,N/A,N/A,B&H
t150,8891.062161661188,N/A,N/A,B&H
t151,9092.226589210386,N/A,N/A,B&H
t152,9186.938913282413,N/A,N/A,B&H
t153,9649.2734977468,N/A,N/A,B&H
t154,9607.580647984232,N/A,N/A,B&H
t155,9778.239008827166,N/A,N/A,B&H
t156,9682.136372832481,N/A,N/A,B&H
t157,9663.33935551262,N/A,N/A,B&H
t158,9854.808121331815,N/A,N/A,B&H
t159,9791.549306691413,N/A,N/A,B&H
t160,9798.191565401887,N/A,N/A,B&H
t161,9962.050822525694,N/A,N/A,B&H
t162,10381.805405621915,N/A,N/A,B&H
t163,10833.297746638016,N/A,N/A,B&H
